name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,gender
Chad Johnson,Big Rigg,6,2,0,187.96,104.33,203.2,Orthodox,00:00.0,5.92,68,7.8,40,0.0,0,0,5.92,Male
Nathaniel Wood,The Prospect,20,6,0,167.64,65.77,175.26,Orthodox,00:00.0,5.91,50,4.22,56,1.74,48,70,5.91,Male
Lance Lawrence,,4,1,0,185.42,65.77,187.96,Orthodox,00:00.0,5.87,50,9.8,24,1.0,100,50,5.87,Male
Jacobi Jones,Big Toe,6,2,0,175.26,70.31,182.88,Orthodox,00:00.0,5.87,46,7.6,48,0.0,0,33,5.87,Male
Anthony Romero,The Genius,8,0,0,180.34,70.31,177.8,Orthodox,00:00.0,5.87,52,4.0,65,2.0,22,100,5.87,Male
Patricia Alujas,The Angel,9,3,0,162.56,52.16,162.56,Orthodox,00:00.0,5.83,31,9.25,44,0.0,0,0,5.83,Male
Mike Davis,Beast Boy,10,2,0,182.88,70.31,182.88,Orthodox,00:00.0,5.83,52,6.2,56,3.04,53,69,5.83,Male
Jordan Williams,Bomaye,9,6,0,185.42,83.91,190.5,Southpaw,00:00.0,5.83,50,5.46,35,1.11,50,85,5.83,Male
Viacheslav Borshchev,Slava Claus,7,3,1,180.34,70.31,175.26,Orthodox,00:00.0,5.82,58,4.07,56,0.0,0,36,5.82,Male
Sean Strickland,,28,5,0,185.42,83.91,193.04,Orthodox,00:00.0,5.82,41,4.24,63,0.92,64,84,5.82,Male
Jalin Turner,The Tarantula,13,7,0,190.5,70.31,195.58,Southpaw,00:00.0,5.82,48,4.61,41,0.91,55,75,5.82,Male
Mychal Clark,,10,14,0,190.5,101.6,,Orthodox,,5.8,56,2.9,59,0.0,0,0,5.8,Male
Jake Collier,The Prototype,13,10,0,190.5,104.33,198.12,Orthodox,00:00.0,5.8,44,5.08,50,0.71,33,67,5.8,Male
Stephanie Luciano,Rondinha,5,1,1,167.64,52.16,165.1,Orthodox,00:00.0,5.8,57,2.33,61,1.0,100,83,5.8,Male
Victor Reyna,Kelevra,11,5,0,180.34,77.11,187.96,Southpaw,00:00.0,5.8,63,4.75,42,0.0,0,100,5.8,Male
Jean Silva,Lord Assassin,11,2,0,170.18,65.77,175.26,Orthodox,00:00.0,5.8,48,4.73,55,1.0,33,100,5.8,Male
Brunno Ferreira,The Hulk,10,1,0,177.8,83.91,182.88,Orthodox,00:00.0,5.79,53,5.22,47,0.0,0,50,5.79,Male
Marquel Mederos,,8,1,0,177.8,70.31,175.26,Orthodox,00:00.0,5.78,60,1.93,63,0.0,0,100,5.78,Male
Khaos Williams,The OxFighter,14,3,0,182.88,77.11,195.58,Orthodox,00:00.0,5.77,39,5.33,42,0.0,0,80,5.77,Male
Mike Breeden,Money,11,6,0,177.8,70.31,177.8,Orthodox,00:00.0,5.75,45,7.28,42,0.98,30,67,5.75,Male
Mauricio Alonso,,13,7,0,187.96,77.11,,,,5.74,34,1.91,67,0.0,0,0,5.74,Male
Adam Antolin,Captain Chaos,12,3,0,165.1,56.7,160.02,Orthodox,00:00.0,5.73,52,5.0,69,0.0,0,100,5.73,Male
Nasrat Haqparast,,15,5,0,177.8,70.31,182.88,Southpaw,00:00.0,5.73,44,5.26,64,0.32,20,78,5.73,Male
Ottman Azaitar,Bulldozer,13,2,0,172.72,70.31,180.34,Switch,00:00.0,5.73,51,4.96,48,0.0,0,100,5.73,Male
Khamzat Chimaev,Borz,13,0,0,187.96,83.91,190.5,Orthodox,00:00.0,5.72,58,3.46,42,3.99,46,100,5.72,Male
Sodiq Yusuff,Super,13,3,0,175.26,65.77,180.34,Orthodox,00:00.0,5.72,49,4.33,54,0.28,20,62,5.72,Male
Daniel Weichel,The Weasel,39,9,0,177.8,65.77,177.8,,,5.71,42,4.05,61,0.84,50,83,5.71,Male
Nick Diaz,,26,10,0,185.42,77.11,193.04,Southpaw,00:00.0,5.71,42,3.84,59,1.28,32,60,5.71,Male
Rob Font,,20,7,0,172.72,61.23,180.34,Orthodox,00:00.0,5.71,45,3.7,57,0.96,37,46,5.71,Male
Charles Jourdain,Air,15,6,1,175.26,65.77,175.26,Switch,00:00.0,5.71,49,4.21,58,0.1,16,47,5.71,Male
Lucasz Sudolski,,8,1,0,193.04,92.99,190.5,Orthodox,00:00.0,5.7,67,4.89,28,0.0,0,100,5.7,Male
Molly McCann,Meatball,13,6,0,162.56,56.7,157.48,Orthodox,00:00.0,5.68,49,4.9,63,1.65,35,43,5.68,Female
Angel De Anda,The Dream,18,6,0,175.26,102.06,,Orthodox,00:00.0,5.68,46,6.32,47,0.0,0,0,5.68,Male
Taneisha Tennant,Triple Threat,5,1,0,170.18,65.77,177.8,Orthodox,00:00.0,5.67,55,3.4,71,0.0,0,100,5.67,Male
Alan Jouban,Brahma,17,7,0,182.88,77.11,185.42,Southpaw,00:00.0,5.67,50,3.77,60,0.51,44,58,5.67,Male
Javid Basharat,The Snow Leopard,14,0,0,175.26,61.23,175.26,Orthodox,00:00.0,5.65,61,2.5,63,2.09,50,85,5.65,Male
Lara Procopio,,7,2,0,162.56,56.7,170.18,Orthodox,00:00.0,5.64,58,6.5,47,3.15,47,50,5.64,Female
Martin Buday,Badys,13,1,0,193.04,120.2,195.58,Orthodox,00:00.0,5.62,52,5.4,55,0.3,50,100,5.62,Male
Eduarda Moura,Ronda,10,0,0,167.64,52.16,167.64,Orthodox,00:00.0,5.61,67,0.45,80,5.34,100,0,5.61,Male
Mason Jones,Dragon,11,2,0,177.8,70.31,187.96,Orthodox,00:00.0,5.61,44,4.94,46,3.16,45,80,5.61,Male
Cody Donovan,Donnybrook,8,5,0,190.5,92.99,187.96,Orthodox,00:00.0,5.61,59,5.44,45,1.67,28,0,5.61,Male
Chibwikem Onyenegecha,,5,0,0,190.5,83.91,,Orthodox,00:00.0,5.6,55,3.4,52,0.0,0,100,5.6,Male
Nicco Montano,,5,3,0,165.1,61.23,165.1,Southpaw,00:00.0,5.6,41,4.43,64,2.25,54,69,5.6,Female
Kevin Syler,El Nino Bala,10,1,0,175.26,70.31,180.34,Switch,00:00.0,5.6,69,4.03,48,1.0,40,77,5.6,Male
Rongzhu,,24,5,0,175.26,70.31,182.88,Orthodox,00:00.0,5.6,50,6.36,45,2.56,62,87,5.6,Male
Bas Rutten,El Guapo,28,4,1,185.42,92.99,,Orthodox,00:00.0,5.59,61,2.06,79,0.0,0,0,5.59,Male
Rafael  Del Real,,6,20,0,180.34,102.06,,,,5.58,40,0.0,0,20.93,100,100,5.58,Male
Erin Blanchfield,Cold Blooded,12,1,0,162.56,56.7,167.64,Orthodox,00:00.0,5.58,52,3.32,62,2.86,36,83,5.58,Female
Tafon Nchukwi,Da Don,6,4,0,182.88,83.91,195.58,Orthodox,00:00.0,5.57,52,4.11,54,0.76,57,64,5.57,Male
Sangwook Kim,Frogman,9,3,0,182.88,70.31,182.88,Orthodox,00:00.0,5.57,51,7.94,48,1.65,18,66,5.57,Male
Tuco Tokkos,,7,3,0,193.04,92.99,190.5,Orthodox,00:00.0,5.57,40,8.86,43,3.8,100,0,5.57,Male
Isaac Vallie-Flagg,,16,7,1,172.72,70.31,177.8,Orthodox,00:00.0,5.56,47,5.6,45,0.2,12,58,5.56,Male
Zachary Micklewright,,15,3,0,182.88,70.31,187.96,Southpaw,00:00.0,5.56,53,4.72,54,0.7,12,100,5.56,Male
Yan Xiaonan,,17,3,0,165.1,52.16,160.02,Orthodox,00:00.0,5.55,44,3.56,61,0.86,66,70,5.55,Female
Tony Kelley,Primetime,8,3,0,175.26,61.23,177.8,Switch,00:00.0,5.55,47,4.85,45,0.0,0,52,5.55,Male
Phil Hawes,No Hype,12,5,0,182.88,83.91,195.58,Orthodox,00:00.0,5.55,59,3.7,55,2.28,36,100,5.55,Male
Dusko Todorovic,Thunder,12,4,0,185.42,83.91,187.96,Orthodox,00:00.0,5.54,57,4.55,46,0.96,12,45,5.54,Male
Maiara Amanajas dos Santos,,7,3,0,165.1,52.16,,Southpaw,00:00.0,5.53,35,24.47,33,0.0,0,100,5.53,Male
Bryan Barberena,Bam Bam,18,11,0,182.88,77.11,182.88,Southpaw,00:00.0,5.53,48,4.74,44,0.14,22,49,5.53,Male
Benoit Saint Denis,God of War,13,1,0,180.34,70.31,185.42,Southpaw,00:00.0,5.53,52,5.2,44,4.55,36,66,5.53,Male
John Makdessi,The Bull,18,9,0,172.72,70.31,172.72,Orthodox,00:00.0,5.52,49,4.15,68,0.0,0,86,5.52,Male
Fernando Padilla,El Valiente,15,5,0,185.42,65.77,193.04,Orthodox,00:00.0,5.51,38,5.81,53,0.0,0,100,5.51,Male
Carlos Hernandez,,9,2,0,172.72,56.7,170.18,Orthodox,00:00.0,5.51,46,4.41,49,1.24,16,65,5.51,Male
Mike Seal,Crazy Boy,13,15,1,193.04,83.91,,Orthodox,,5.5,68,3.33,50,0.0,0,33,5.5,Male
Mitchell Sipe,No Dice,4,1,0,187.96,111.13,,Orthodox,00:00.0,5.5,56,9.98,46,1.53,20,0,5.5,Male
Ciryl Gane,Bon Gamin,12,2,0,193.04,111.13,205.74,Orthodox,00:00.0,5.49,60,2.19,63,0.58,21,50,5.49,Male
Dustin Poirier,The Diamond,29,8,0,175.26,70.31,182.88,Southpaw,00:00.0,5.49,50,4.3,53,1.36,36,63,5.49,Male
Kleydson Rodrigues,KR,8,3,0,165.1,61.23,170.18,Orthodox,00:00.0,5.48,62,2.75,48,0.85,25,63,5.48,Male
WonBin Ki,The Danger,17,9,0,180.34,70.31,185.42,Orthodox,00:00.0,5.47,47,3.24,55,0.0,0,0,5.47,Male
Niko Price,The Hybrid,15,7,0,182.88,77.11,193.04,Orthodox,00:00.0,5.46,42,5.6,48,0.7,20,64,5.46,Male
Dustin Jacoby,The Hanyak,19,7,1,190.5,92.99,193.04,Orthodox,00:00.0,5.46,46,4.02,59,0.4,25,60,5.46,Male
Sean O'Connell,The Real OC,17,9,0,185.42,92.99,187.96,Orthodox,00:00.0,5.46,48,6.77,45,0.0,0,30,5.46,Male
Pedro Munhoz,The Young Punisher,20,8,0,167.64,61.23,165.1,Orthodox,00:00.0,5.45,43,6.14,56,0.47,19,82,5.45,Male
Hakeem Dawodu,Mean,13,4,1,172.72,65.77,185.42,Orthodox,00:00.0,5.45,50,3.37,56,0.0,0,65,5.45,Male
Blake Watkins,,5,1,0,,83.91,,,,5.45,62,7.64,61,0.0,0,0,5.45,Male
Pascal Krauss,Panzer,11,2,0,185.42,77.11,,Orthodox,00:00.0,5.45,47,3.88,59,1.53,50,60,5.45,Male
Vinicius Salvador,,14,6,0,170.18,56.7,177.8,Southpaw,00:00.0,5.44,42,6.05,49,0.38,11,86,5.44,Male
Angela Hill,Overkill,16,13,0,160.02,52.16,162.56,Orthodox,00:00.0,5.44,50,4.94,61,0.73,34,75,5.44,Female
Karol Rosa,,17,5,0,165.1,61.23,170.18,Orthodox,00:00.0,5.43,55,4.17,48,1.38,47,68,5.43,Female
Brandon Cash,Money,10,4,0,195.58,115.67,,Orthodox,,5.42,72,0.68,33,10.17,66,0,5.42,Male
Sean Woodson,The Sniper,10,1,1,187.96,65.77,198.12,Orthodox,00:00.0,5.41,46,4.0,57,0.71,80,83,5.41,Male
Kevin Borjas,El Gallo Negro,9,2,0,165.1,56.7,172.72,Orthodox,00:00.0,5.4,41,6.63,49,0.0,0,56,5.4,Male
Syuri Kondo,,6,3,0,162.56,52.16,167.64,Orthodox,00:00.0,5.4,44,7.22,58,0.0,0,83,5.4,Female
Felipe Silva,,8,2,0,182.88,70.31,195.58,Orthodox,00:00.0,5.4,50,1.8,59,1.0,100,71,5.4,Male
Antonio Dos Santos,Junior Alpha,6,4,0,177.8,83.91,,Orthodox,00:00.0,5.4,51,3.94,43,0.0,0,100,5.4,Male
Lavar Johnson,Big,18,10,0,193.04,108.86,208.28,Orthodox,00:00.0,5.39,55,2.54,55,0.61,66,54,5.39,Male
Thiago Perpetuo,Bodao,9,4,1,177.8,77.11,,Orthodox,00:00.0,5.39,69,3.51,51,2.82,50,66,5.39,Male
Marcin Prachnio,,16,7,0,190.5,92.99,187.96,Orthodox,00:00.0,5.39,55,3.25,53,0.0,0,54,5.39,Male
Rodolfo Bellato,Trator,11,2,0,190.5,92.99,190.5,Orthodox,00:00.0,5.39,62,4.9,45,0.82,25,100,5.39,Male
Jared Gordon,Flash,20,6,0,175.26,70.31,172.72,Orthodox,00:00.0,5.39,57,3.4,57,1.95,40,62,5.39,Male
David Onama,,11,2,0,180.34,65.77,187.96,Orthodox,00:00.0,5.38,46,5.48,51,0.87,18,45,5.38,Male
Raoni Barcelos,,17,5,0,170.18,61.23,170.18,Orthodox,00:00.0,5.38,51,5.03,61,1.8,37,90,5.38,Male
Batgerel Danaa,Storm,12,5,0,170.18,61.23,177.8,Orthodox,00:00.0,5.38,36,4.21,47,0.52,50,62,5.38,Male
Cesar Arzamendia,Goku,8,3,0,180.34,70.31,,Orthodox,00:00.0,5.37,45,5.2,56,7.32,75,0,5.37,Male
Ji Yeon Kim,Firefist,9,7,2,170.18,56.7,182.88,Orthodox,00:00.0,5.37,36,5.41,56,0.0,0,50,5.37,Female
John Lineker,Hands of Stone,31,9,0,160.02,61.23,170.18,Orthodox,00:00.0,5.36,40,4.27,56,0.56,58,67,5.36,Male
Kyler Phillips,The Matrix,11,2,0,172.72,61.23,182.88,Orthodox,00:00.0,5.36,46,3.36,61,2.87,46,70,5.36,Male
Alan Baudot,The Black Samourai,8,3,0,190.5,110.22,200.66,Orthodox,00:00.0,5.36,58,4.82,46,0.0,0,62,5.36,Male
Chris Curtis,Action-Man,30,10,0,177.8,83.91,190.5,Orthodox,00:00.0,5.36,50,6.3,54,0.0,0,92,5.36,Male
Shamil Gamzatov,,14,1,0,187.96,92.99,193.04,Orthodox,00:00.0,5.35,48,3.46,51,0.0,0,50,5.35,Male
Sean Lally,The Unpredictable One,7,3,0,182.88,77.11,,Orthodox,00:00.0,5.34,39,7.23,30,0.0,0,0,5.34,Male
Lyman Good,Cyborg,21,6,0,182.88,77.11,187.96,Orthodox,00:00.0,5.34,48,4.01,63,0.27,100,75,5.34,Male
Evan Dunham,,18,9,1,177.8,70.31,177.8,Southpaw,00:00.0,5.33,39,3.54,61,1.82,33,79,5.33,Male
Cory Sandhagen,,17,4,0,180.34,61.23,177.8,Switch,00:00.0,5.33,44,3.4,58,1.36,33,64,5.33,Male
Raheam Forest,Rambo,7,2,0,180.34,77.11,185.42,Switch,00:00.0,5.32,38,12.15,42,0.0,0,0,5.32,Male
Conor McGregor,The Notorious,22,6,0,175.26,70.31,187.96,Southpaw,00:00.0,5.32,49,4.66,54,0.67,55,66,5.32,Male
Mario Bautista,,13,2,0,175.26,61.23,175.26,Switch,00:00.0,5.32,51,4.2,53,2.72,50,56,5.32,Male
Jiri Prochazka,,29,4,1,190.5,92.99,203.2,Orthodox,00:00.0,5.31,55,5.17,40,0.61,50,68,5.31,Male
Mateusz Rebecki,,18,1,0,170.18,70.31,167.64,Southpaw,00:00.0,5.31,53,2.01,63,4.16,72,66,5.31,Male
Aoriqileng,The Mongolian Murderer,25,10,0,170.18,61.23,175.26,Orthodox,00:00.0,5.31,50,5.56,50,1.64,46,58,5.31,Male
Cameron VanCamp,Jumpman,15,7,1,187.96,70.31,187.96,Switch,00:00.0,5.31,47,6.41,40,0.0,0,0,5.31,Male
Garrett Armfield,,9,3,0,167.64,61.23,177.8,Orthodox,00:00.0,5.29,44,3.52,57,0.0,0,75,5.29,Male
Lucas Almeida,,14,2,0,180.34,65.77,180.34,Orthodox,00:00.0,5.29,47,5.29,45,0.0,0,40,5.29,Male
Bruno Lopes,Brunao,11,1,0,187.96,92.99,190.5,Orthodox,00:00.0,5.29,35,8.46,53,0.0,0,0,5.29,Male
Fabio Maldonado,Caipira de Aco,23,11,0,185.42,92.99,190.5,Orthodox,00:00.0,5.29,58,4.31,53,0.44,57,61,5.29,Male
Ray Seraille,,8,9,0,190.5,111.58,,,,5.29,27,17.65,41,0.0,0,0,5.29,Male
Melsik Baghdasaryan,The Gun,8,2,0,175.26,65.77,177.8,Southpaw,00:00.0,5.28,61,3.06,58,0.0,0,72,5.28,Male
Cameron Saaiman,MSP,9,1,0,172.72,61.23,170.18,Southpaw,00:00.0,5.28,46,3.24,55,1.0,36,44,5.28,Male
Christian Lohsen,Hollywood,4,2,0,187.96,70.31,195.58,Southpaw,00:00.0,5.27,49,6.93,44,0.0,0,0,5.27,Male
Daniel Zellhuber,Golden Boy,14,1,0,185.42,70.31,195.58,Switch,00:00.0,5.26,39,4.79,53,0.28,33,94,5.26,Male
Joshua Weems,Wide Open,11,3,0,172.72,61.23,175.26,Orthodox,00:00.0,5.25,64,3.34,61,4.77,40,100,5.25,Male
Zhalgas Zhumagulov,,14,9,0,162.56,56.7,167.64,Switch,00:00.0,5.24,43,5.86,52,1.3,19,75,5.24,Male
Cristian Quinonez,Problema,18,4,0,172.72,61.23,177.8,Orthodox,00:00.0,5.23,42,5.13,59,0.73,100,85,5.23,Male
Geoff Neal,Handz of Steel,15,5,0,180.34,77.11,190.5,Southpaw,00:00.0,5.22,50,5.6,58,0.51,44,87,5.22,Male
Solomon Renfro,The Black Dragon,8,2,0,175.26,77.11,182.88,Switch,00:00.0,5.2,44,3.53,61,2.0,50,100,5.2,Male
Farid Basharat,Ferocious,11,0,0,172.72,61.23,180.34,Orthodox,00:00.0,5.2,63,2.34,58,3.5,53,83,5.2,Male
Danny Henry,The Hatchet,12,4,0,182.88,65.77,185.42,Orthodox,00:00.0,5.2,51,4.16,45,0.74,33,50,5.2,Male
Natalia Silva,,16,5,1,162.56,56.7,165.1,Southpaw,00:00.0,5.2,48,2.23,65,0.68,33,92,5.2,Female
Shane Young,Smokin',13,8,0,172.72,65.77,182.88,Orthodox,00:00.0,5.19,40,5.46,52,0.63,18,64,5.19,Male
Hannah Goldy,24K,6,4,0,162.56,52.16,154.94,Orthodox,00:00.0,5.19,47,4.67,50,0.66,12,54,5.19,Female
Timur Valiev,Lucky,18,3,0,167.64,61.23,170.18,Orthodox,00:00.0,5.19,53,3.33,45,1.73,40,55,5.19,Male
Angelo Trevino,Baby Monsta,7,3,0,180.34,77.11,,Switch,00:00.0,5.19,54,3.9,47,0.0,0,100,5.19,Male
Ruben Villareal,Warpath,22,28,3,193.04,120.2,,Orthodox,00:00.0,5.18,53,4.86,35,0.0,0,0,5.18,Male
Vicente Luque,The Silent Assassin,22,9,1,180.34,77.11,190.5,Orthodox,00:00.0,5.17,52,5.15,52,1.04,60,62,5.17,Male
Michael Morales,,15,0,0,182.88,77.11,200.66,Orthodox,00:00.0,5.17,48,3.54,48,1.66,45,91,5.17,Male
Luis Saldana,,16,7,1,180.34,65.77,185.42,Orthodox,00:00.0,5.16,50,3.65,60,0.64,17,44,5.16,Male
Jared Hamman,The Messenger,14,6,0,190.5,83.91,190.5,Orthodox,00:00.0,5.15,42,3.93,55,1.57,46,30,5.15,Male
Justin Tafa,Bad Man,7,3,0,182.88,119.75,187.96,Southpaw,00:00.0,5.13,55,5.93,49,0.0,0,100,5.13,Male
James Thompson,The Colossus,20,16,0,195.58,120.2,,Orthodox,00:00.0,5.13,52,3.19,41,3.14,36,53,5.13,Male
Scott Junk,,8,3,1,185.42,120.2,,Orthodox,00:00.0,5.13,60,1.81,45,0.0,0,0,5.13,Male
Connor Matthews,The Controller,7,1,0,172.72,65.77,180.34,Switch,00:00.0,5.13,44,5.57,55,3.5,58,50,5.13,Male
Drew McFedries,The Massacre,12,7,0,182.88,83.91,182.88,Southpaw,00:00.0,5.13,51,4.56,52,1.42,100,56,5.13,Male
Jack Hermansson,The Joker,23,8,0,185.42,83.91,195.58,Orthodox,00:00.0,5.13,44,3.69,55,1.66,29,75,5.13,Male
Xiao Long,,26,7,0,172.72,61.23,177.8,Orthodox,00:00.0,5.13,49,3.49,54,0.67,25,78,5.13,Male
Michal Oleksiejczuk,Hussar,19,6,0,182.88,83.91,187.96,Southpaw,00:00.0,5.12,50,4.17,62,0.76,44,48,5.12,Male
Calvin Kattar,,23,7,0,180.34,65.77,182.88,Orthodox,00:00.0,5.12,39,7.1,54,0.42,29,91,5.12,Male
Manel Kape,StarBoy,19,6,0,165.1,56.7,172.72,Southpaw,00:00.0,5.12,54,4.51,59,0.65,37,77,5.12,Male
Melquizael Costa,Melk Cauthy,20,6,0,177.8,65.77,180.34,Southpaw,00:00.0,5.11,45,2.53,64,1.87,37,42,5.11,Male
AJ Matthews,,8,7,0,180.34,83.91,,,,5.11,52,4.96,51,0.0,0,100,5.11,Male
Robbie Ring,Razor,6,1,0,175.26,65.77,172.72,Orthodox,00:00.0,5.11,38,9.15,38,4.04,33,0,5.11,Male
Yoko Takahashi,,15,12,2,172.72,68.04,,,,5.11,54,8.78,48,0.0,0,0,5.11,Male
Jin Soo Son,,9,4,0,167.64,61.23,175.26,Orthodox,00:00.0,5.1,36,7.63,52,1.5,25,100,5.1,Male
Miles McDonald,,2,1,0,170.18,52.16,,,,5.1,45,4.0,43,0.0,0,100,5.1,Male
Jamall Emmers,Pretty Boy,20,7,0,177.8,65.77,187.96,Orthodox,00:00.0,5.1,48,3.79,57,1.96,40,90,5.1,Male
Alexander Volkov,Drago,37,10,0,200.66,113.4,203.2,Orthodox,00:00.0,5.1,57,3.0,54,0.49,63,73,5.1,Male
Tim Means,The Dirty Bird,33,15,1,187.96,77.11,190.5,Orthodox,00:00.0,5.1,49,3.65,60,1.16,42,65,5.1,Male
TJ Dillashaw,,18,5,0,167.64,61.23,170.18,Orthodox,00:00.0,5.09,41,3.47,62,1.56,30,77,5.09,Male
Taylor Johnson,Tombstone,5,1,0,182.88,83.91,187.96,Switch,00:00.0,5.09,60,1.13,33,8.49,100,100,5.09,Male
Michel Pereira,Demolidor,29,11,0,185.42,83.91,185.42,Orthodox,00:00.0,5.09,53,3.74,58,1.56,55,94,5.09,Male
Trevor Peek,,9,1,0,175.26,70.31,177.8,Switch,00:00.0,5.09,56,4.37,44,1.76,50,51,5.09,Male
Dan Hooker,The Hangman,23,12,0,182.88,70.31,190.5,Switch,00:00.0,5.08,48,4.76,51,0.79,34,80,5.08,Male
Chris Duncan,The Problem,11,1,0,177.8,70.31,180.34,Orthodox,00:00.0,5.08,46,3.74,49,3.63,39,100,5.08,Male
Kaynan Kruschewsky,Bahia,15,2,0,182.88,70.31,185.42,Orthodox,00:00.0,5.08,39,4.79,47,2.18,100,0,5.08,Male
Ricky Turcios,,13,3,0,175.26,61.23,180.34,Orthodox,00:00.0,5.08,37,3.7,55,1.0,25,45,5.08,Male
Lukasz Brzeski,The Bull,8,4,1,193.04,107.05,198.12,Orthodox,00:00.0,5.08,48,3.46,57,0.64,50,42,5.08,Male
Jamey-Lyn Horth,,6,0,0,170.18,56.7,167.64,Orthodox,00:00.0,5.07,73,4.2,58,0.0,0,75,5.07,Female
Jin Oh Kim,,0,4,0,175.26,92.99,,Orthodox,,5.06,25,8.43,50,0.0,0,66,5.06,Male
Lucas Alexander,The Lion,8,3,0,180.34,65.77,185.42,Orthodox,00:00.0,5.05,53,1.76,72,0.0,0,66,5.05,Male
Cameron Dollar,,11,5,0,180.34,70.31,,Orthodox,00:00.0,5.04,38,2.94,61,0.0,0,0,5.04,Male
Chris Gutierrez,El Guapo,20,5,2,175.26,61.23,170.18,Orthodox,00:00.0,5.04,57,2.73,65,0.34,37,71,5.04,Male
Denis Tiuliulin,,10,8,0,185.42,83.91,195.58,Orthodox,00:00.0,5.04,41,5.83,40,0.0,0,69,5.04,Male
Maria Oliveira,Spider-Girl,13,7,0,167.64,52.16,175.26,Orthodox,00:00.0,5.03,38,5.76,44,0.95,44,47,5.03,Female
Jesse Strader,Sui Generis,5,3,0,170.18,61.23,177.8,Orthodox,00:00.0,5.03,51,5.28,47,3.87,57,100,5.03,Male
Petr Yan,No Mercy,16,5,0,170.18,61.23,170.18,Switch,00:00.0,5.03,53,4.26,59,1.71,52,85,5.03,Male
Istela Nunes,,6,5,0,162.56,52.16,167.64,Orthodox,00:00.0,5.02,45,4.84,60,0.0,0,50,5.02,Female
Marius Zaromskis,The Whitemare,20,9,0,175.26,77.11,,Orthodox,00:00.0,5.02,34,5.93,50,0.73,42,73,5.02,Male
Alex Morono,The Great White,23,9,0,180.34,77.11,182.88,Orthodox,00:00.0,5.02,41,4.17,58,0.34,22,50,5.02,Male
Ashiek Ajim,Peak Physique,6,2,0,172.72,61.23,180.34,Switch,00:00.0,5.0,40,11.25,25,0.0,0,0,5.0,Male
Christina Marks,,8,9,0,170.18,56.7,175.26,Orthodox,00:00.0,5.0,58,3.0,64,7.5,100,0,5.0,Female
Chase Hooper,The Dream,12,3,1,185.42,70.31,187.96,Southpaw,00:00.0,5.0,51,3.67,36,1.47,22,50,5.0,Male
Victor Altamirano,El Magnifico,12,3,0,172.72,56.7,177.8,Switch,00:00.0,5.0,57,3.99,53,2.12,25,63,5.0,Male
Alex Pereira,Poatan,9,2,0,193.04,92.99,200.66,Orthodox,00:00.0,5.0,62,3.65,50,0.19,100,70,5.0,Male
Hannah Cifers,Shockwave,10,7,0,154.94,52.16,157.48,Orthodox,00:00.0,4.99,44,5.39,52,0.26,100,64,4.99,Female
Dave Herman,,22,6,0,193.04,109.77,195.58,Orthodox,00:00.0,4.98,60,3.78,48,1.49,100,58,4.98,Male
Peter Danesoe,The Asian Viking,6,3,0,175.26,56.7,172.72,Orthodox,00:00.0,4.98,54,7.02,37,0.0,0,62,4.98,Male
Sabah Homasi,,11,8,0,182.88,77.11,182.88,Orthodox,00:00.0,4.98,48,6.91,47,2.8,50,66,4.98,Male
Tony Ferguson,El Cucuy,26,9,0,180.34,70.31,193.04,Orthodox,00:00.0,4.98,45,4.26,56,0.42,35,66,4.98,Male
Blake Bilder,El Animal,8,1,1,172.72,65.77,172.72,Switch,00:00.0,4.96,50,4.54,56,0.45,10,100,4.96,Male
Impa Kasanganay,Tshilobo,9,2,0,180.34,77.11,190.5,Orthodox,00:00.0,4.96,48,3.66,58,1.75,58,66,4.96,Male
Jared Vanderaa,,12,10,0,193.04,120.2,203.2,Orthodox,00:00.0,4.96,44,5.67,45,0.18,50,20,4.96,Male
Kai Kamaka,The Fighting Hawaiian,8,4,1,170.18,65.77,175.26,Orthodox,00:00.0,4.96,57,5.29,55,1.93,58,52,4.96,Male
Nate Quarry,Rock,12,4,0,182.88,83.91,182.88,Open Stance,00:00.0,4.96,44,2.8,66,0.25,33,60,4.96,Male
Kestutis Smirnovas,,24,8,2,177.8,90.72,,Orthodox,,4.95,52,5.05,54,1.55,50,100,4.95,Male
JunYong Park,The Iron Turtle,17,5,0,177.8,83.91,185.42,Orthodox,00:00.0,4.94,51,3.66,53,2.1,50,69,4.94,Male
Alex Serdyukov,The Russian Crusher,8,5,0,187.96,77.11,187.96,Orthodox,00:00.0,4.94,48,3.1,46,1.84,55,67,4.94,Male
Nazim Sadykhov,Black Wolf,9,1,1,177.8,70.31,175.26,Southpaw,00:00.0,4.94,48,5.72,48,1.71,62,75,4.94,Male
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.02,52.16,160.02,Switch,00:00.0,4.93,50,2.57,64,0.25,33,66,4.93,Female
Clint Coronel,,2,5,0,,70.31,,,,4.93,32,5.6,66,0.0,0,66,4.93,Male
James Llontop,Goku,14,2,0,182.88,70.31,185.42,Orthodox,00:00.0,4.93,54,1.93,74,0.0,0,71,4.93,Male
Jessica Aguilar,Jag,20,8,0,160.02,52.16,160.02,Orthodox,00:00.0,4.93,50,7.19,53,0.94,25,50,4.93,Female
